text_01.dat                                                                     
poles     1  0  0
      phi     theta      int
   122.500    35.762     0.645
   127.500    35.762     0.691
   132.500    35.762     1.247
   137.500    35.762     1.247
   142.500    35.762     0.691
   147.500    35.762     0.645
   152.500    35.762     1.018
   157.500    35.762     1.163
   162.500    35.762     0.965
   167.500    35.762     0.779
   172.500    35.762     0.541
   177.500    35.762     0.611
   182.500    35.762     0.611
  -182.500    40.474     1.842
  -177.500    40.474     1.842
  -172.500    40.474     1.473
  -167.500    40.474     1.077
  -162.500    40.474     0.681
  -157.500    40.474     1.083
  -152.500    40.474     0.744
  -147.500    40.474     0.980
  -142.500    40.474     0.688
  -137.500    40.474     0.746
  -132.500    40.474     0.746
  -127.500    40.474     0.688
  -122.500    40.474     0.980
  -117.500    40.474     0.744
  -112.500    40.474     1.083
  -107.500    40.474     0.681
  -102.500    40.474     1.077
   -97.500    40.474     1.473
   -92.500    40.474     1.842
   -87.500    40.474     1.842
   -82.500    40.474     1.473
   -77.500    40.474     1.077
   -72.500    40.474     0.681
   -67.500    40.474     1.083
   -62.500    40.474     0.744
   -57.500    40.474     0.980
   -52.500    40.474     0.688
   -47.500    40.474     0.746
   -42.500    40.474     0.746
   -37.500    40.474     0.688
   -32.500    40.474     0.980
   -27.500    40.474     0.744
   -22.500    40.474     1.083
   -17.500    40.474     0.681
   -12.500    40.474     1.077
    -7.500    40.474     1.473
    -2.500    40.474     1.842
     2.500    40.474     1.842
     7.500    40.474     1.473
    12.500    40.474     1.077
    17.500    40.474     0.681
    22.500    40.474     1.083
    27.500    40.474     0.744
    32.500    40.474     0.980
    37.500    40.474     0.688
    42.500    40.474     0.746
    47.500    40.474     0.746
    52.500    40.474     0.688
    57.500    40.474     0.980
    62.500    40.474     0.744
    67.500    40.474     1.083
    72.500    40.474     0.681
    77.500    40.474     1.077
    82.500    40.474     1.473
    87.500    40.474     1.842
    92.500    40.474     1.842
    97.500    40.474     1.473
   102.500    40.474     1.077
   107.500    40.474     0.681
   112.500    40.474     1.083
   117.500    40.474     0.744
   122.500    40.474     0.980
   127.500    40.474     0.688
   132.500    40.474     0.746
   137.500    40.474     0.746
   142.500    40.474     0.688
   147.500    40.474     0.980
   152.500    40.474     0.744
   157.500    40.474     1.083
   162.500    40.474     0.681
   167.500    40.474     1.077
   172.500    40.474     1.473
   177.500    40.474     1.842
   182.500    40.474     1.842
  -182.500    45.187     0.435
  -177.500    45.187     0.435
  -172.500    45.187     0.529
  -167.500    45.187     0.846
  -162.500    45.187     0.839
  -157.500    45.187     0.910
  -152.500    45.187     0.599
  -147.500    45.187     0.958
  -142.500    45.187     1.260
  -137.500    45.187     0.740
  -132.500    45.187     0.740
  -127.500    45.187     1.260
  -122.500    45.187     0.958
  -117.500    45.187     0.599
  -112.500    45.187     0.910
  -107.500    45.187     0.839
  -102.500    45.187     0.846
   -97.500    45.187     0.529
   -92.500    45.187     0.435
   -87.500    45.187     0.435
   -82.500    45.187     0.529
   -77.500    45.187     0.846
   -72.500    45.187     0.839
   -67.500    45.187     0.910
   -62.500    45.187     0.599
   -57.500    45.187     0.958
   -52.500    45.187     1.260
   -47.500    45.187     0.740
   -42.500    45.187     0.740
   -37.500    45.187     1.260
   -32.500    45.187     0.958
   -27.500    45.187     0.599
   -22.500    45.187     0.910
   -17.500    45.187     0.839
   -12.500    45.187     0.846
    -7.500    45.187     0.529
    -2.500    45.187     0.435
     2.500    45.187     0.435
     7.500    45.187     0.529
    12.500    45.187     0.846
    17.500    45.187     0.839
    22.500    45.187     0.910
    27.500    45.187     0.599
    32.500    45.187     0.958
    37.500    45.187     1.260
    42.500    45.187     0.740
    47.500    45.187     0.740
    52.500    45.187     1.260
    57.500    45.187     0.958
    62.500    45.187     0.599
    67.500    45.187     0.910
    72.500    45.187     0.839
    77.500    45.187     0.846
    82.500    45.187     0.529
    87.500    45.187     0.435
    92.500    45.187     0.435
    97.500    45.187     0.529
   102.500    45.187     0.846
   107.500    45.187     0.839
   112.500    45.187     0.910
   117.500    45.187     0.599
   122.500    45.187     0.958
   127.500    45.187     1.260
   132.500    45.187     0.740
   137.500    45.187     0.740
   142.500    45.187     1.260
   147.500    45.187     0.958
   152.500    45.187     0.599
   157.500    45.187     0.910
   162.500    45.187     0.839
   167.500    45.187     0.846
   172.500    45.187     0.529
   177.500    45.187     0.435
   182.500    45.187     0.435
  -182.500    49.902     1.849
  -177.500    49.902     1.849
  -172.500    49.902     1.354
  -167.500    49.902     0.941
  -162.500    49.902     0.882
  -157.500    49.902     0.865
  -152.500    49.902     0.701
  -147.500    49.902     0.620
  -142.500    49.902     0.477
  -137.500    49.902     0.853
  -132.500    49.902     0.853
  -127.500    49.902     0.477
  -122.500    49.902     0.620
  -117.500    49.902     0.701
  -112.500    49.902     0.865
  -107.500    49.902     0.882
  -102.500    49.902     0.941
   -97.500    49.902     1.354
   -92.500    49.902     1.849
   -87.500    49.902     1.849
   -82.500    49.902     1.354
   -77.500    49.902     0.941
   -72.500    49.902     0.882
   -67.500    49.902     0.865
   -62.500    49.902     0.701
   -57.500    49.902     0.620
   -52.500    49.902     0.477
   -47.500    49.902     0.853
   -42.500    49.902     0.853
   -37.500    49.902     0.477
   -32.500    49.902     0.620
   -27.500    49.902     0.701
   -22.500    49.902     0.865
   -17.500    49.902     0.882
   -12.500    49.902     0.941
    -7.500    49.902     1.354
    -2.500    49.902     1.849
     2.500    49.902     1.849
     7.500    49.902     1.354
    12.500    49.902     0.941
    17.500    49.902     0.882
    22.500    49.902     0.865
    27.500    49.902     0.701
    32.500    49.902     0.620
    37.500    49.902     0.477
    42.500    49.902     0.853
    47.500    49.902     0.853
    52.500    49.902     0.477
    57.500    49.902     0.620
    62.500    49.902     0.701
    67.500    49.902     0.865
    72.500    49.902     0.882
    77.500    49.902     0.941
    82.500    49.902     1.354
    87.500    49.902     1.849
    92.500    49.902     1.849
    97.500    49.902     1.354
   102.500    49.902     0.941
   107.500    49.902     0.882
   112.500    49.902     0.865
   117.500    49.902     0.701
   122.500    49.902     0.620
   127.500    49.902     0.477
   132.500    49.902     0.853
   137.500    49.902     0.853
   142.500    49.902     0.477
   147.500    49.902     0.620
   152.500    49.902     0.701
   157.500    49.902     0.865
   162.500    49.902     0.882
   167.500    49.902     0.941
   172.500    49.902     1.354
   177.500    49.902     1.849
   182.500    49.902     1.849
  -182.500    54.618     0.569
  -177.500    54.618     0.569
  -172.500    54.618     0.668
  -167.500    54.618     0.857
  -162.500    54.618     0.948
  -157.500    54.618     0.716
  -152.500    54.618     0.960
  -147.500    54.618     1.232
  -142.500    54.618     0.732
  -137.500    54.618     0.881
  -132.500    54.618     0.881
  -127.500    54.618     0.732
  -122.500    54.618     1.232
  -117.500    54.618     0.960
  -112.500    54.618     0.716
  -107.500    54.618     0.948
  -102.500    54.618     0.857
   -97.500    54.618     0.668
   -92.500    54.618     0.569
   -87.500    54.618     0.569
   -82.500    54.618     0.668
   -77.500    54.618     0.857
   -72.500    54.618     0.948
   -67.500    54.618     0.716
   -62.500    54.618     0.960
   -57.500    54.618     1.232
   -52.500    54.618     0.732
   -47.500    54.618     0.881
   -42.500    54.618     0.881
   -37.500    54.618     0.732
   -32.500    54.618     1.232
   -27.500    54.618     0.960
   -22.500    54.618     0.716
   -17.500    54.618     0.948
   -12.500    54.618     0.857
    -7.500    54.618     0.668
    -2.500    54.618     0.569
     2.500    54.618     0.569
     7.500    54.618     0.668
    12.500    54.618     0.857
    17.500    54.618     0.948
    22.500    54.618     0.716
    27.500    54.618     0.960
    32.500    54.618     1.232
    37.500    54.618     0.732
    42.500    54.618     0.881
    47.500    54.618     0.881
    52.500    54.618     0.732
    57.500    54.618     1.232
    62.500    54.618     0.960
    67.500    54.618     0.716
    72.500    54.618     0.948
    77.500    54.618     0.857
    82.500    54.618     0.668
    87.500    54.618     0.569
    92.500    54.618     0.569
    97.500    54.618     0.668
   102.500    54.618     0.857
   107.500    54.618     0.948
   112.500    54.618     0.716
   117.500    54.618     0.960
   122.500    54.618     1.232
   127.500    54.618     0.732
   132.500    54.618     0.881
   137.500    54.618     0.881
   142.500    54.618     0.732
   147.500    54.618     1.232
   152.500    54.618     0.960
   157.500    54.618     0.716
   162.500    54.618     0.948
   167.500    54.618     0.857
   172.500    54.618     0.668
   177.500    54.618     0.569
   182.500    54.618     0.569
  -182.500    59.334     1.650
  -177.500    59.334     1.650
  -172.500    59.334     1.363
  -167.500    59.334     0.947
  -162.500    59.334     1.102
  -157.500    59.334     0.748
  -152.500    59.334     0.738
  -147.500    59.334     0.623
  -142.500    59.334     0.720
  -137.500    59.334     0.822
  -132.500    59.334     0.822
  -127.500    59.334     0.720
  -122.500    59.334     0.623
  -117.500    59.334     0.738
  -112.500    59.334     0.748
  -107.500    59.334     1.102
  -102.500    59.334     0.947
   -97.500    59.334     1.363
   -92.500    59.334     1.650
   -87.500    59.334     1.650
   -82.500    59.334     1.363
   -77.500    59.334     0.947
   -72.500    59.334     1.102
   -67.500    59.334     0.748
   -62.500    59.334     0.738
   -57.500    59.334     0.623
   -52.500    59.334     0.720
   -47.500    59.334     0.822
   -42.500    59.334     0.822
   -37.500    59.334     0.720
   -32.500    59.334     0.623
   -27.500    59.334     0.738
   -22.500    59.334     0.748
   -17.500    59.334     1.102
   -12.500    59.334     0.947
    -7.500    59.334     1.363
    -2.500    59.334     1.650
     2.500    59.334     1.650
     7.500    59.334     1.363
    12.500    59.334     0.947
    17.500    59.334     1.102
    22.500    59.334     0.748
    27.500    59.334     0.738
    32.500    59.334     0.623
    37.500    59.334     0.720
    42.500    59.334     0.822
    47.500    59.334     0.822
    52.500    59.334     0.720
    57.500    59.334     0.623
    62.500    59.334     0.738
    67.500    59.334     0.748
    72.500    59.334     1.102
    77.500    59.334     0.947
    82.500    59.334     1.363
    87.500    59.334     1.650
    92.500    59.334     1.650
    97.500    59.334     1.363
   102.500    59.334     0.947
   107.500    59.334     1.102
   112.500    59.334     0.748
   117.500    59.334     0.738
   122.500    59.334     0.623
   127.500    59.334     0.720
   132.500    59.334     0.822
   137.500    59.334     0.822
   142.500    59.334     0.720
   147.500    59.334     0.623
   152.500    59.334     0.738
   157.500    59.334     0.748
   162.500    59.334     1.102
   167.500    59.334     0.947
   172.500    59.334     1.363
   177.500    59.334     1.650
   182.500    59.334     1.650
  -182.500    64.051     0.661
  -177.500    64.051     0.661
  -172.500    64.051     0.857
  -167.500    64.051     0.939
  -162.500    64.051     1.193
  -157.500    64.051     0.844
  -152.500    64.051     1.420
  -147.500    64.051     0.647
  -142.500    64.051     1.044
  -137.500    64.051     0.791
  -132.500    64.051     0.791
  -127.500    64.051     1.044
  -122.500    64.051     0.647
  -117.500    64.051     1.420
  -112.500    64.051     0.844
  -107.500    64.051     1.193
  -102.500    64.051     0.939
   -97.500    64.051     0.857
   -92.500    64.051     0.661
   -87.500    64.051     0.661
   -82.500    64.051     0.857
   -77.500    64.051     0.939
   -72.500    64.051     1.193
   -67.500    64.051     0.844
   -62.500    64.051     1.420
   -57.500    64.051     0.647
   -52.500    64.051     1.044
   -47.500    64.051     0.791
   -42.500    64.051     0.791
   -37.500    64.051     1.044
   -32.500    64.051     0.647
   -27.500    64.051     1.420
   -22.500    64.051     0.844
   -17.500    64.051     1.193
   -12.500    64.051     0.939
    -7.500    64.051     0.857
    -2.500    64.051     0.661
     2.500    64.051     0.661
     7.500    64.051     0.857
    12.500    64.051     0.939
    17.500    64.051     1.193
    22.500    64.051     0.844
    27.500    64.051     1.420
    32.500    64.051     0.647
    37.500    64.051     1.044
    42.500    64.051     0.791
    47.500    64.051     0.791
    52.500    64.051     1.044
    57.500    64.051     0.647
    62.500    64.051     1.420
    67.500    64.051     0.844
    72.500    64.051     1.193
    77.500    64.051     0.939
    82.500    64.051     0.857
    87.500    64.051     0.661
    92.500    64.051     0.661
    97.500    64.051     0.857
   102.500    64.051     0.939
   107.500    64.051     1.193
   112.500    64.051     0.844
   117.500    64.051     1.420
   122.500    64.051     0.647
   127.500    64.051     1.044
   132.500    64.051     0.791
   137.500    64.051     0.791
   142.500    64.051     1.044
   147.500    64.051     0.647
   152.500    64.051     1.420
   157.500    64.051     0.844
   162.500    64.051     1.193
   167.500    64.051     0.939
   172.500    64.051     0.857
   177.500    64.051     0.661
   182.500    64.051     0.661
  -182.500    68.769     1.397
  -177.500    68.769     1.397
  -172.500    68.769     1.539
  -167.500    68.769     1.060
  -162.500    68.769     1.240
  -157.500    68.769     0.761
  -152.500    68.769     0.910
  -147.500    68.769     0.798
  -142.500    68.769     0.866
  -137.500    68.769     0.664
  -132.500    68.769     0.664
  -127.500    68.769     0.866
  -122.500    68.769     0.798
  -117.500    68.769     0.910
  -112.500    68.769     0.761
  -107.500    68.769     1.240
  -102.500    68.769     1.060
   -97.500    68.769     1.539
   -92.500    68.769     1.397
   -87.500    68.769     1.397
   -82.500    68.769     1.539
   -77.500    68.769     1.060
   -72.500    68.769     1.240
   -67.500    68.769     0.761
   -62.500    68.769     0.910
   -57.500    68.769     0.798
   -52.500    68.769     0.866
   -47.500    68.769     0.664
   -42.500    68.769     0.664
   -37.500    68.769     0.866
   -32.500    68.769     0.798
   -27.500    68.769     0.910
   -22.500    68.769     0.761
   -17.500    68.769     1.240
   -12.500    68.769     1.060
    -7.500    68.769     1.539
    -2.500    68.769     1.397
     2.500    68.769     1.397
     7.500    68.769     1.539
    12.500    68.769     1.060
    17.500    68.769     1.240
    22.500    68.769     0.761
    27.500    68.769     0.910
    32.500    68.769     0.798
    37.500    68.769     0.866
    42.500    68.769     0.664
    47.500    68.769     0.664
    52.500    68.769     0.866
    57.500    68.769     0.798
    62.500    68.769     0.910
    67.500    68.769     0.761
    72.500    68.769     1.240
    77.500    68.769     1.060
    82.500    68.769     1.539
    87.500    68.769     1.397
    92.500    68.769     1.397
    97.500    68.769     1.539
   102.500    68.769     1.060
   107.500    68.769     1.240
   112.500    68.769     0.761
   117.500    68.769     0.910
   122.500    68.769     0.798
   127.500    68.769     0.866
   132.500    68.769     0.664
   137.500    68.769     0.664
   142.500    68.769     0.866
   147.500    68.769     0.798
   152.500    68.769     0.910
   157.500    68.769     0.761
   162.500    68.769     1.240
   167.500    68.769     1.060
   172.500    68.769     1.539
   177.500    68.769     1.397
   182.500    68.769     1.397
  -182.500    73.487     0.843
  -177.500    73.487     0.843
  -172.500    73.487     0.903
  -167.500    73.487     1.113
  -162.500    73.487     1.123
  -157.500    73.487     1.213
  -152.500    73.487     1.084
  -147.500    73.487     0.871
  -142.500    73.487     0.936
  -137.500    73.487     0.878
  -132.500    73.487     0.878
  -127.500    73.487     0.936
  -122.500    73.487     0.871
  -117.500    73.487     1.084
  -112.500    73.487     1.213
  -107.500    73.487     1.123
  -102.500    73.487     1.113
   -97.500    73.487     0.903
   -92.500    73.487     0.843
   -87.500    73.487     0.843
   -82.500    73.487     0.903
   -77.500    73.487     1.113
   -72.500    73.487     1.123
   -67.500    73.487     1.213
   -62.500    73.487     1.084
   -57.500    73.487     0.871
   -52.500    73.487     0.936
   -47.500    73.487     0.878
   -42.500    73.487     0.878
   -37.500    73.487     0.936
   -32.500    73.487     0.871
   -27.500    73.487     1.084
   -22.500    73.487     1.213
   -17.500    73.487     1.123
   -12.500    73.487     1.113
    -7.500    73.487     0.903
    -2.500    73.487     0.843
     2.500    73.487     0.843
     7.500    73.487     0.903
    12.500    73.487     1.113
    17.500    73.487     1.123
    22.500    73.487     1.213
    27.500    73.487     1.084
    32.500    73.487     0.871
    37.500    73.487     0.936
    42.500    73.487     0.878
    47.500    73.487     0.878
    52.500    73.487     0.936
    57.500    73.487     0.871
    62.500    73.487     1.084
    67.500    73.487     1.213
    72.500    73.487     1.123
    77.500    73.487     1.113
    82.500    73.487     0.903
    87.500    73.487     0.843
    92.500    73.487     0.843
    97.500    73.487     0.903
   102.500    73.487     1.113
   107.500    73.487     1.123
   112.500    73.487     1.213
   117.500    73.487     1.084
   122.500    73.487     0.871
   127.500    73.487     0.936
   132.500    73.487     0.878
   137.500    73.487     0.878
   142.500    73.487     0.936
   147.500    73.487     0.871
   152.500    73.487     1.084
   157.500    73.487     1.213
   162.500    73.487     1.123
   167.500    73.487     1.113
   172.500    73.487     0.903
   177.500    73.487     0.843
   182.500    73.487     0.843
  -182.500    78.205     1.251
  -177.500    78.205     1.251
  -172.500    78.205     1.287
  -167.500    78.205     1.481
  -162.500    78.205     1.044
  -157.500    78.205     1.143
  -152.500    78.205     0.914
  -147.500    78.205     1.044
  -142.500    78.205     0.769
  -137.500    78.205     0.877
  -132.500    78.205     0.877
  -127.500    78.205     0.769
  -122.500    78.205     1.044
  -117.500    78.205     0.914
  -112.500    78.205     1.143
  -107.500    78.205     1.044
  -102.500    78.205     1.481
   -97.500    78.205     1.287
   -92.500    78.205     1.251
   -87.500    78.205     1.251
   -82.500    78.205     1.287
   -77.500    78.205     1.481
   -72.500    78.205     1.044
   -67.500    78.205     1.143
   -62.500    78.205     0.914
   -57.500    78.205     1.044
   -52.500    78.205     0.769
   -47.500    78.205     0.877
   -42.500    78.205     0.877
   -37.500    78.205     0.769
   -32.500    78.205     1.044
   -27.500    78.205     0.914
   -22.500    78.205     1.143
   -17.500    78.205     1.044
   -12.500    78.205     1.481
    -7.500    78.205     1.287
    -2.500    78.205     1.251
     2.500    78.205     1.251
     7.500    78.205     1.287
    12.500    78.205     1.481
    17.500    78.205     1.044
    22.500    78.205     1.143
    27.500    78.205     0.914
    32.500    78.205     1.044
    37.500    78.205     0.769
    42.500    78.205     0.877
    47.500    78.205     0.877
    52.500    78.205     0.769
    57.500    78.205     1.044
    62.500    78.205     0.914
    67.500    78.205     1.143
    72.500    78.205     1.044
    77.500    78.205     1.481
    82.500    78.205     1.287
    87.500    78.205     1.251
    92.500    78.205     1.251
    97.500    78.205     1.287
   102.500    78.205     1.481
   107.500    78.205     1.044
   112.500    78.205     1.143
   117.500    78.205     0.914
   122.500    78.205     1.044
   127.500    78.205     0.769
   132.500    78.205     0.877
   137.500    78.205     0.877
   142.500    78.205     0.769
   147.500    78.205     1.044
   152.500    78.205     0.914
   157.500    78.205     1.143
   162.500    78.205     1.044
   167.500    78.205     1.481
   172.500    78.205     1.287
   177.500    78.205     1.251
   182.500    78.205     1.251
  -182.500    82.923     0.922
  -177.500    82.923     0.922
  -172.500    82.923     0.878
  -167.500    82.923     1.205
  -162.500    82.923     1.051
  -157.500    82.923     1.389
  -152.500    82.923     0.934
  -147.500    82.923     1.056
  -142.500    82.923     0.909
  -137.500    82.923     0.931
  -132.500    82.923     0.931
  -127.500    82.923     0.909
  -122.500    82.923     1.056
  -117.500    82.923     0.934
  -112.500    82.923     1.389
  -107.500    82.923     1.051
  -102.500    82.923     1.205
   -97.500    82.923     0.878
   -92.500    82.923     0.922
   -87.500    82.923     0.922
   -82.500    82.923     0.878
   -77.500    82.923     1.205
   -72.500    82.923     1.051
   -67.500    82.923     1.389
   -62.500    82.923     0.934
   -57.500    82.923     1.056
   -52.500    82.923     0.909
   -47.500    82.923     0.931
   -42.500    82.923     0.931
   -37.500    82.923     0.909
   -32.500    82.923     1.056
   -27.500    82.923     0.934
   -22.500    82.923     1.389
   -17.500    82.923     1.051
   -12.500    82.923     1.205
    -7.500    82.923     0.878
    -2.500    82.923     0.922
     2.500    82.923     0.922
     7.500    82.923     0.878
    12.500    82.923     1.205
    17.500    82.923     1.051
    22.500    82.923     1.389
    27.500    82.923     0.934
    32.500    82.923     1.056
    37.500    82.923     0.909
    42.500    82.923     0.931
    47.500    82.923     0.931
    52.500    82.923     0.909
    57.500    82.923     1.056
    62.500    82.923     0.934
    67.500    82.923     1.389
    72.500    82.923     1.051
    77.500    82.923     1.205
    82.500    82.923     0.878
    87.500    82.923     0.922
    92.500    82.923     0.922
    97.500    82.923     0.878
   102.500    82.923     1.205
   107.500    82.923     1.051
   112.500    82.923     1.389
   117.500    82.923     0.934
   122.500    82.923     1.056
   127.500    82.923     0.909
   132.500    82.923     0.931
   137.500    82.923     0.931
   142.500    82.923     0.909
   147.500    82.923     1.056
   152.500    82.923     0.934
   157.500    82.923     1.389
   162.500    82.923     1.051
   167.500    82.923     1.205
   172.500    82.923     0.878
   177.500    82.923     0.922
   182.500    82.923     0.922
  -182.500    87.641     0.984
  -177.500    87.641     0.984
  -172.500    87.641     1.062
  -167.500    87.641     1.148
  -162.500    87.641     1.055
  -157.500    87.641     1.122
  -152.500    87.641     1.012
  -147.500    87.641     1.198
  -142.500    87.641     1.092
  -137.500    87.641     1.211
  -132.500    87.641     1.211
  -127.500    87.641     1.092
  -122.500    87.641     1.198
  -117.500    87.641     1.012
  -112.500    87.641     1.122
  -107.500    87.641     1.055
  -102.500    87.641     1.148
   -97.500    87.641     1.062
   -92.500    87.641     0.984
   -87.500    87.641     0.984
   -82.500    87.641     1.062
   -77.500    87.641     1.148
   -72.500    87.641     1.055
   -67.500    87.641     1.122
   -62.500    87.641     1.012
   -57.500    87.641     1.198
   -52.500    87.641     1.092
   -47.500    87.641     1.211
   -42.500    87.641     1.211
   -37.500    87.641     1.092
   -32.500    87.641     1.198
   -27.500    87.641     1.012
   -22.500    87.641     1.122
   -17.500    87.641     1.055
   -12.500    87.641     1.148
    -7.500    87.641     1.062
    -2.500    87.641     0.984
     2.500    87.641     0.984
     7.500    87.641     1.062
    12.500    87.641     1.148
    17.500    87.641     1.055
    22.500    87.641     1.122
    27.500    87.641     1.012
    32.500    87.641     1.198
    37.500    87.641     1.092
    42.500    87.641     1.211
    47.500    87.641     1.211
    52.500    87.641     1.092
    57.500    87.641     1.198
    62.500    87.641     1.012
    67.500    87.641     1.122
    72.500    87.641     1.055
    77.500    87.641     1.148
    82.500    87.641     1.062
    87.500    87.641     0.984
    92.500    87.641     0.984
    97.500    87.641     1.062
   102.500    87.641     1.148
   107.500    87.641     1.055
   112.500    87.641     1.122
   117.500    87.641     1.012
   122.500    87.641     1.198
   127.500    87.641     1.092
   132.500    87.641     1.211
   137.500    87.641     1.211
   142.500    87.641     1.092
   147.500    87.641     1.198
   152.500    87.641     1.012
   157.500    87.641     1.122
   162.500    87.641     1.055
   167.500    87.641     1.148
   172.500    87.641     1.062
   177.500    87.641     0.984
   182.500    87.641     0.984
  -182.500    92.359     0.984
  -177.500    92.359     0.984
  -172.500    92.359     1.062
  -167.500    92.359     1.148
  -162.500    92.359     1.055
  -157.500    92.359     1.122
  -152.500    92.359     1.012
  -147.500    92.359     1.198
  -142.500    92.359     1.092
  -137.500    92.359     1.211
  -132.500    92.359     1.211
  -127.500    92.359     1.092
  -122.500    92.359     1.198
  -117.500    92.359     1.012
  -112.500    92.359     1.122
  -107.500    92.359     1.055
  -102.500    92.359     1.148
   -97.500    92.359     1.062
   -92.500    92.359     0.984
   -87.500    92.359     0.984
   -82.500    92.359     1.062
   -77.500    92.359     1.148
   -72.500    92.359     1.055
   -67.500    92.359     1.122
   -62.500    92.359     1.012
   -57.500    92.359     1.198
   -52.500    92.359     1.092
   -47.500    92.359     1.211
   -42.500    92.359     1.211
   -37.500    92.359     1.092
   -32.500    92.359     1.198
   -27.500    92.359     1.012
   -22.500    92.359     1.122
   -17.500    92.359     1.055
   -12.500    92.359     1.148
    -7.500    92.359     1.062
    -2.500    92.359     0.984
     2.500    92.359     0.984
     7.500    92.359     1.062
    12.500    92.359     1.148
    17.500    92.359     1.055
    22.500    92.359     1.122
    27.500    92.359     1.012
    32.500    92.359     1.198
    37.500    92.359     1.092
    42.500    92.359     1.211
    47.500    92.359     1.211
    52.500    92.359     1.092
    57.500    92.359     1.198
    62.500    92.359     1.012
    67.500    92.359     1.122
    72.500    92.359     1.055
    77.500    92.359     1.148
    82.500    92.359     1.062
    87.500    92.359     0.984
    92.500    92.359     0.984
    97.500    92.359     1.062
   102.500    92.359     1.148
   107.500    92.359     1.055
   112.500    92.359     1.122
   117.500    92.359     1.012
   122.500    92.359     1.198
   127.500    92.359     1.092
   132.500    92.359     1.211
   137.500    92.359     1.211
   142.500    92.359     1.092
   147.500    92.359     1.198
   152.500    92.359     1.012
   157.500    92.359     1.122
   162.500    92.359     1.055
   167.500    92.359     1.148
   172.500    92.359     1.062
   177.500    92.359     0.984
   182.500    92.359     0.984
text_01.dat                                                                     
poles     0  0  1
      phi     theta      int
  -182.500     0.810     0.140
  -177.500     0.810     0.140
  -172.500     0.810     0.140
  -167.500     0.810     0.140
  -162.500     0.810     0.140
  -157.500     0.810     0.140
  -152.500     0.810     0.140
  -147.500     0.810     0.140
  -142.500     0.810     0.140
  -137.500     0.810     0.140
  -132.500     0.810     0.140
  -127.500     0.810     0.140
  -122.500     0.810     0.140
  -117.500     0.810     0.140
  -112.500     0.810     0.140
  -107.500     0.810     0.140
  -102.500     0.810     0.140
   -97.500     0.810     0.140
   -92.500     0.810     0.140
   -87.500     0.810     0.140
   -82.500     0.810     0.140
   -77.500     0.810     0.140
   -72.500     0.810     0.140
   -67.500     0.810     0.140
   -62.500     0.810     0.140
   -57.500     0.810     0.140
   -52.500     0.810     0.140
   -47.500     0.810     0.140
   -42.500     0.810     0.140
   -37.500     0.810     0.140
   -32.500     0.810     0.140
   -27.500     0.810     0.140
   -22.500     0.810     0.140
   -17.500     0.810     0.140
   -12.500     0.810     0.140
    -7.500     0.810     0.140
    -2.500     0.810     0.140
     2.500     0.810     0.140
     7.500     0.810     0.140
    12.500     0.810     0.140
    17.500     0.810     0.140
    22.500     0.810     0.140
    27.500     0.810     0.140
    32.500     0.810     0.140
    37.500     0.810     0.140
    42.500     0.810     0.140
    47.500     0.810     0.140
    52.500     0.810     0.140
    57.500     0.810     0.140
    62.500     0.810     0.140
    67.500     0.810     0.140
    72.500     0.810     0.140
    77.500     0.810     0.140
    82.500     0.810     0.140
    87.500     0.810     0.140
    92.500     0.810     0.140
    97.500     0.810     0.140
   102.500     0.810     0.140
   107.500     0.810     0.140
   112.500     0.810     0.140
   117.500     0.810     0.140
   122.500     0.810     0.140
   127.500     0.810     0.140
   132.500     0.810     0.140
   137.500     0.810     0.140
   142.500     0.810     0.140
   147.500     0.810     0.140
   152.500     0.810     0.140
   157.500     0.810     0.140
   162.500     0.810     0.140
   167.500     0.810     0.140
   172.500     0.810     0.140
   177.500     0.810     0.140
   182.500     0.810     0.140
  -182.500     7.729     1.164
  -177.500     7.729     1.164
  -172.500     7.729     1.815
  -167.500     7.729     1.218
  -162.500     7.729     1.993
  -157.500     7.729     1.422
  -152.500     7.729     2.413
  -147.500     7.729     1.875
  -142.500     7.729     3.532
  -137.500     7.729     2.354
  -132.500     7.729     3.672
  -127.500     7.729     2.223
  -122.500     7.729     3.185
  -117.500     7.729     1.750
  -112.500     7.729     2.084
  -107.500     7.729     1.334
  -102.500     7.729     1.877
   -97.500     7.729     1.168
   -92.500     7.729     1.811
   -87.500     7.729     1.164
   -82.500     7.729     1.815
   -77.500     7.729     1.218
   -72.500     7.729     1.993
   -67.500     7.729     1.422
   -62.500     7.729     2.413
   -57.500     7.729     1.875
   -52.500     7.729     3.532
   -47.500     7.729     2.354
   -42.500     7.729     3.672
   -37.500     7.729     2.223
   -32.500     7.729     3.185
   -27.500     7.729     1.750
   -22.500     7.729     2.084
   -17.500     7.729     1.334
   -12.500     7.729     1.877
    -7.500     7.729     1.168
    -2.500     7.729     1.811
     2.500     7.729     1.205
     7.500     7.729     1.775
    12.500     7.729     1.259
    17.500     7.729     1.952
    22.500     7.729     1.463
    27.500     7.729     2.371
    32.500     7.729     2.565
    37.500     7.729     2.843
    42.500     7.729     3.054
    47.500     7.729     2.972
    52.500     7.729     2.925
    57.500     7.729     2.483
    62.500     7.729     2.413
    67.500     7.729     1.422
    72.500     7.729     1.993
    77.500     7.729     1.218
    82.500     7.729     1.815
    87.500     7.729     1.164
    92.500     7.729     1.205
    97.500     7.729     1.775
