text_01.dat                                                                     
poles     1  0  0
      phi     theta      int
    92.500    73.487     1.985
    97.500    73.487     1.191
   102.500    73.487     0.281
   107.500    73.487     3.103
   112.500    73.487     2.195
   117.500    73.487     0.542
   122.500    73.487     1.069
   127.500    73.487     0.192
   132.500    73.487     0.832
   137.500    73.487     0.830
   142.500    73.487     0.193
   147.500    73.487     1.069
   152.500    73.487     0.543
   157.500    73.487     2.194
   162.500    73.487     3.104
   167.500    73.487     0.280
   172.500    73.487     1.193
   177.500    73.487     1.982
   182.500    73.487     1.982
  -182.500    78.205     0.326
  -177.500    78.205     0.326
  -172.500    78.205     2.408
  -167.500    78.205     2.890
  -162.500    78.205     0.280
  -157.500    78.205     2.320
  -152.500    78.205     0.246
  -147.500    78.205     1.159
  -142.500    78.205     0.401
  -137.500    78.205     0.714
  -132.500    78.205     0.714
  -127.500    78.205     0.401
  -122.500    78.205     1.159
  -117.500    78.205     0.246
  -112.500    78.205     2.320
  -107.500    78.205     0.280
  -102.500    78.205     2.890
   -97.500    78.205     2.408
   -92.500    78.205     0.326
   -87.500    78.205     0.326
   -82.500    78.205     2.408
   -77.500    78.205     2.890
   -72.500    78.205     0.280
   -67.500    78.205     2.320
   -62.500    78.205     0.246
   -57.500    78.205     1.159
   -52.500    78.205     0.401
   -47.500    78.205     0.714
   -42.500    78.205     0.714
   -37.500    78.205     0.401
   -32.500    78.205     1.159
   -27.500    78.205     0.246
   -22.500    78.205     2.320
   -17.500    78.205     0.280
   -12.500    78.205     2.890
    -7.500    78.205     2.408
    -2.500    78.205     0.326
     2.500    78.205     0.326
     7.500    78.205     2.408
    12.500    78.205     2.890
    17.500    78.205     0.280
    22.500    78.205     2.320
    27.500    78.205     0.246
    32.500    78.205     1.159
    37.500    78.205     0.401
    42.500    78.205     0.714
    47.500    78.205     0.714
    52.500    78.205     0.401
    57.500    78.205     1.159
    62.500    78.205     0.246
    67.500    78.205     2.320
    72.500    78.205     0.280
    77.500    78.205     2.890
    82.500    78.205     2.408
    87.500    78.205     0.326
    92.500    78.205     0.326
    97.500    78.205     2.408
   102.500    78.205     2.890
   107.500    78.205     0.280
   112.500    78.205     2.320
   117.500    78.205     0.246
   122.500    78.205     1.159
   127.500    78.205     0.401
   132.500    78.205     0.714
   137.500    78.205     0.714
   142.500    78.205     0.401
   147.500    78.205     1.159
   152.500    78.205     0.246
   157.500    78.205     2.320
   162.500    78.205     0.280
   167.500    78.205     2.890
   172.500    78.205     2.408
   177.500    78.205     0.326
   182.500    78.205     0.326
  -182.500    82.923     1.922
  -177.500    82.923     1.922
  -172.500    82.923     0.690
  -167.500    82.923     2.823
  -162.500    82.923     0.530
  -157.500    82.923     1.346
  -152.500    82.923     0.556
  -147.500    82.923     0.968
  -142.500    82.923     0.409
  -137.500    82.923     0.270
  -132.500    82.923     0.300
  -127.500    82.923     0.382
  -122.500    82.923     0.996
  -117.500    82.923     0.541
  -112.500    82.923     1.362
  -107.500    82.923     0.514
  -102.500    82.923     2.839
   -97.500    82.923     0.677
   -92.500    82.923     1.935
   -87.500    82.923     1.922
   -82.500    82.923     0.690
   -77.500    82.923     2.823
   -72.500    82.923     0.530
   -67.500    82.923     1.346
   -62.500    82.923     0.556
   -57.500    82.923     0.968
   -52.500    82.923     0.409
   -47.500    82.923     0.270
   -42.500    82.923     0.300
   -37.500    82.923     0.382
   -32.500    82.923     0.996
   -27.500    82.923     0.541
   -22.500    82.923     1.362
   -17.500    82.923     0.514
   -12.500    82.923     2.839
    -7.500    82.923     0.677
    -2.500    82.923     1.935
     2.500    82.923     1.923
     7.500    82.923     0.689
    12.500    82.923     2.824
    17.500    82.923     0.529
    22.500    82.923     1.347
    27.500    82.923     0.556
    32.500    82.923     0.980
    37.500    82.923     0.397
    42.500    82.923     0.286
    47.500    82.923     0.285
    52.500    82.923     0.397
    57.500    82.923     0.980
    62.500    82.923     0.556
    67.500    82.923     1.346
    72.500    82.923     0.530
    77.500    82.923     2.823
    82.500    82.923     0.690
    87.500    82.923     1.922
    92.500    82.923     1.924
    97.500    82.923     0.689
   102.500    82.923     2.823
   107.500    82.923     0.530
   112.500    82.923     1.347
   117.500    82.923     0.556
   122.500    82.923     0.980
   127.500    82.923     0.397
   132.500    82.923     0.286
   137.500    82.923     0.285
   142.500    82.923     0.397
   147.500    82.923     0.980
   152.500    82.923     0.556
   157.500    82.923     1.346
   162.500    82.923     0.530
   167.500    82.923     2.823
   172.500    82.923     0.690
   177.500    82.923     1.922
   182.500    82.923     1.922
  -182.500    87.641     0.507
  -177.500    87.641     0.507
  -172.500    87.641     1.754
  -167.500    87.641     0.596
  -162.500    87.641     1.566
  -157.500    87.641     0.651
  -152.500    87.641     1.185
  -147.500    87.641     0.651
  -142.500    87.641     1.001
  -137.500    87.641     0.729
  -132.500    87.641     0.729
  -127.500    87.641     1.001
  -122.500    87.641     0.651
  -117.500    87.641     1.185
  -112.500    87.641     0.651
  -107.500    87.641     1.566
  -102.500    87.641     0.596
   -97.500    87.641     1.754
   -92.500    87.641     0.507
   -87.500    87.641     0.507
   -82.500    87.641     1.754
   -77.500    87.641     0.596
   -72.500    87.641     1.566
   -67.500    87.641     0.651
   -62.500    87.641     1.185
   -57.500    87.641     0.651
   -52.500    87.641     1.001
   -47.500    87.641     0.729
   -42.500    87.641     0.729
   -37.500    87.641     1.001
   -32.500    87.641     0.651
   -27.500    87.641     1.185
   -22.500    87.641     0.651
   -17.500    87.641     1.566
   -12.500    87.641     0.596
    -7.500    87.641     1.754
    -2.500    87.641     0.507
     2.500    87.641     0.507
     7.500    87.641     1.754
    12.500    87.641     0.596
    17.500    87.641     1.566
    22.500    87.641     0.651
    27.500    87.641     1.185
    32.500    87.641     0.651
    37.500    87.641     1.001
    42.500    87.641     0.729
    47.500    87.641     0.729
    52.500    87.641     1.001
    57.500    87.641     0.651
    62.500    87.641     1.185
    67.500    87.641     0.651
    72.500    87.641     1.566
    77.500    87.641     0.596
    82.500    87.641     1.754
    87.500    87.641     0.507
    92.500    87.641     0.507
    97.500    87.641     1.754
   102.500    87.641     0.596
   107.500    87.641     1.566
   112.500    87.641     0.651
   117.500    87.641     1.185
   122.500    87.641     0.651
   127.500    87.641     1.001
   132.500    87.641     0.729
   137.500    87.641     0.729
   142.500    87.641     1.001
   147.500    87.641     0.651
   152.500    87.641     1.185
   157.500    87.641     0.651
   162.500    87.641     1.566
   167.500    87.641     0.596
   172.500    87.641     1.754
   177.500    87.641     0.507
   182.500    87.641     0.507
  -182.500    92.359     0.507
  -177.500    92.359     0.507
  -172.500    92.359     1.754
  -167.500    92.359     0.596
  -162.500    92.359     1.566
  -157.500    92.359     0.651
  -152.500    92.359     1.185
  -147.500    92.359     0.651
  -142.500    92.359     1.001
  -137.500    92.359     0.729
  -132.500    92.359     0.729
  -127.500    92.359     1.001
  -122.500    92.359     0.651
  -117.500    92.359     1.185
  -112.500    92.359     0.651
  -107.500    92.359     1.566
  -102.500    92.359     0.596
   -97.500    92.359     1.754
   -92.500    92.359     0.507
   -87.500    92.359     0.507
   -82.500    92.359     1.754
   -77.500    92.359     0.596
   -72.500    92.359     1.566
   -67.500    92.359     0.651
   -62.500    92.359     1.185
   -57.500    92.359     0.651
   -52.500    92.359     1.001
   -47.500    92.359     0.729
   -42.500    92.359     0.729
   -37.500    92.359     1.001
   -32.500    92.359     0.651
   -27.500    92.359     1.185
   -22.500    92.359     0.651
   -17.500    92.359     1.566
   -12.500    92.359     0.596
    -7.500    92.359     1.754
    -2.500    92.359     0.507
     2.500    92.359     0.507
     7.500    92.359     1.754
    12.500    92.359     0.596
    17.500    92.359     1.566
    22.500    92.359     0.651
    27.500    92.359     1.185
    32.500    92.359     0.651
    37.500    92.359     1.001
    42.500    92.359     0.729
    47.500    92.359     0.729
    52.500    92.359     1.001
    57.500    92.359     0.651
    62.500    92.359     1.185
    67.500    92.359     0.651
    72.500    92.359     1.566
    77.500    92.359     0.596
    82.500    92.359     1.754
    87.500    92.359     0.507
    92.500    92.359     0.507
    97.500    92.359     1.754
   102.500    92.359     0.596
   107.500    92.359     1.566
   112.500    92.359     0.651
   117.500    92.359     1.185
   122.500    92.359     0.651
   127.500    92.359     1.001
   132.500    92.359     0.729
   137.500    92.359     0.729
   142.500    92.359     1.001
   147.500    92.359     0.651
   152.500    92.359     1.185
   157.500    92.359     0.651
   162.500    92.359     1.566
   167.500    92.359     0.596
   172.500    92.359     1.754
   177.500    92.359     0.507
   182.500    92.359     0.507
